subject_id,label,eda_chest_mean,eda_chest_std,eda_chest_slope,eda_chest_tonic_mean,eda_chest_tonic_slope,eda_chest_phasic_std,eda_chest_scr_count,eda_chest_scr_amp_mean,eda_chest_scr_amp_max,eda_chest_phasic_auc,eda_wrist_mean,eda_wrist_std,eda_wrist_slope,eda_wrist_tonic_mean,eda_wrist_tonic_slope,eda_wrist_phasic_std,eda_wrist_scr_count,eda_wrist_scr_amp_mean,eda_wrist_scr_amp_max,eda_wrist_phasic_auc,hrv_ecg_mean_hr,hrv_ecg_sdnn,hrv_ecg_rmssd,hrv_ecg_pnn50,hrv_ecg_lf_hf,hrv_ecg_n_beats,hrv_bvp_mean_hr,hrv_bvp_sdnn,hrv_bvp_rmssd,hrv_bvp_pnn50,hrv_bvp_lf_hf,hrv_bvp_n_beats,emg_rms,emg_std,emg_mav,emg_zcr,emg_burst_count,resp_rate_bpm,resp_amplitude,resp_std,resp_rate_var,temp_chest_mean,temp_chest_slope,temp_chest_std,temp_wrist_mean,temp_wrist_slope,temp_wrist_std,acc_chest_mag_mean,acc_chest_mag_std,acc_chest_energy,acc_chest_activity_counts,acc_wrist_mag_mean,acc_wrist_mag_std,acc_wrist_energy,acc_wrist_activity_counts
S2,baseline,0.5671560370193242,-0.38487570794719117,-0.5531951874799532,0.5254145408219086,-0.512303311280423,1.4314195008210715,0.0722090901492754,-1.193400005858175,-1.4324096909715582,0.5254213700349325,-2.075098157575714,-0.5370100464767474,-0.29251204188435903,-2.06726162299947,-0.37072021075811834,-1.6855060390174463,1.237972438132513,-1.7909091907791435,-0.16536259603203302,-1.9479866277838958,1.3886292293185054,2.474656697864497,2.769925556690533,2.0390107553454553,-0.6024088589025601,1.1507443671055697,0.2906436159880113,2.150022881501299,2.284633570405442,1.458874328965993,-0.8055376644334042,0.10564241035802387,-0.5620780611254971,-0.5620780538040587,-0.5632185500943413,0.7969813516955901,0.732895212591638,0.8546163892236812,0.6058074602104764,0.6786609278804379,-0.7384725855049947,1.1132291686861622,0.14663832642789704,-0.38843293289779557,-1.1006389529140448,0.5138069392095189,0.2929384602663667,-0.01585345756889621,0.4479688003651535,0.09717615915224706,0.6924030982256947,-0.08965672724561458,-0.5651841097210354,-0.19958079233745915,-0.30808319369496384
S2,baseline,0.17721806921646635,-0.9457764395096608,0.13016935419710113,0.17847438344541008,0.16922110100692328,-0.412618299834354,1.1553454423884104,-1.3105656717423395,-0.8786026182867299,-0.5181293850893588,-1.1803346230607985,2.6739538073071296,2.1941383512205763,-1.19980041890029,2.1761547850974257,-0.2689002727015813,-0.40052049468993006,-1.328481908354143,-0.5152132225782815,-0.8664782219781869,-0.24492057447460525,1.9053780280254813,0.5382120719461337,0.8758237994664173,0.3007694096853263,-0.3340870743209711,-0.349109330270862,1.887377912479261,1.8153864476201043,0.7214992245813873,-0.8015069352630191,-0.42256964143210046,-0.698022087199355,-0.6980220808440958,-0.6603863528385254,1.889290818486551,0.0029492765094229234,0.2719233965711713,0.2299057831495158,0.7854695651145942,-0.9563961723593011,1.0285070985462543,-0.6741998930853168,-0.09441981332697329,-0.8712584654141231,0.19755443096896727,0.21596706477712024,0.025614948749414813,0.5105235895980273,0.1489588130857123,0.6924030982256947,-0.05440600472918758,0.3871798161202144,0.011472938813115625,-0.5648191884407664
S2,baseline,0.23313106202860637,-0.9423832281403182,-0.03520615744245269,0.22989158704871615,-0.05576768835952131,-0.36551891977242873,0.6137772662688429,-0.5054617272759991,1.1719244125879276,0.21814285855809687,0.6701274881996044,0.8194610342887386,1.2225449923162293,0.687214485479982,1.2001895598822463,-0.22306239909908865,0.6918081271916987,-0.6887668326103322,-0.7155725168294992,-0.18309228685805637,-1.477409465635377,0.4516546566087522,-0.10199436631524697,0.7277909470141668,0.37062757037939936,-1.4477106553908767,-1.2839795836030763,0.34179420335368316,-0.21015687163966912,-0.38011591744696027,-0.7062736226182096,-1.3029230610823077,-0.9694462188448564,-0.969446221312112,-0.952623320998968,0.3115104775662788,-0.39520305226269437,0.8546163892236812,0.395916688191125,0.8161178063788542,-0.875283049371037,0.7763095900719336,0.2104857127596119,-0.8824086807482062,-0.5375334027715304,0.6142344832549647,0.2765572245999042,1.41331992846273,1.408844504958499,1.5070953809420837,2.3950336676331423,1.6668001329404072,0.9327164491873924,1.6164879952543043,0.20538879579664135
S2,baseline,-0.628585881380898,0.08887623505797138,-0.6980157240853238,-0.627800260086389,-0.7519500869115107,-0.7254006728514109,0.0722090901492754,-0.23034252036452768,1.1719244125879276,-0.19823034102295167,1.126969235313405,-0.7094677955567457,-0.08669610134755758,1.099120469031131,-0.11953184869492359,1.662169496714508,-0.40052049468993006,-0.2156509949069031,1.5536729095271806,1.6722335054486186,-1.617838302494409,-1.0909220401902724,-0.6652099322731788,0.15903534639183406,2.4993732956101846,-1.6333145855691942,-1.4998777933647258,-0.06275563772321396,-0.13177111466305566,-0.7984673820982022,1.7366004237565345,-1.4789937450123491,-0.8016067823131906,-0.8016067807178631,-0.8897764172483686,-1.751740737483345,-0.6163987904694262,1.1459628855499362,1.1089888687647198,0.6878229441917776,-0.9454781980071583,1.1002835925158403,0.2837032655779465,-0.9906818664052812,-0.49641876522106476,-1.4961251983495623,-0.2898016271333168,1.0893817356353137,0.5848904093862036,0.9560056383121642,0.6924030982256947,2.097611143489394,1.0204670014783008,2.008814788770377,0.9755967800340491
S2,baseline,-1.0527236714963213,-0.5505451177453443,0.7576788815431599,-1.084158935765153,0.7878265549232136,0.13259752936630614,-1.0109272620898595,-0.2892494432930501,-1.402195749561047,-0.3984568354665182,1.5344119114384218,0.27709198199644647,0.9647905818045636,1.5333734101987753,1.0255066581917107,1.4114939426099042,-1.4928491165715587,1.5063547095582173,1.5536729095271806,1.5293433809024812,-0.6054877984510991,-0.07652154141615966,-1.1348134868783186,-1.5894732507468472,-0.7267337476952603,-0.7052949346776063,-0.7799164719899627,0.32549800562856795,-0.7078680252941064,-0.8534661737872665,0.17693075454912324,-0.7747110092921834,1.3675658472782148,1.3675658417851444,1.184577051753767,-0.7201151299585331,0.24626458853682795,0.5632698928974262,0.24804963990482495,0.6579807055550797,-0.526788454303065,1.3045753844634607,-0.14606352680585166,-0.9721396949219412,-0.8725751247120507,-1.1433388471746628,-0.8971134138131994,-1.2954496529070176,-0.4339575225491622,-1.1116622809724233,-1.0102274711817527,-0.8483005144194795,0.3075421992782168,-0.6893425066282309,-0.30808319369496384
S2,baseline,0.4021102266244212,0.602339266216644,1.4870733055011578,0.4170919857588689,1.528326291992204,-0.6862471452041365,-1.0109272620898595,0.015048933708233143,-1.03247008569565,-0.6915005915096859,1.3764478320637408,0.2923348218570852,-1.1749456065839048,1.3615767853685419,-1.217657305959494,1.38734475126928,-1.4928491165715587,1.3845563259971305,-0.8819924421132097,1.4565553317956739,-0.01981061189857988,-1.0002922638506988,-0.8743686907840679,-1.5574639400440795,0.21805644867995533,0.037120786035664044,-0.07263085774387348,-1.4726910243275262,-0.912954630925696,0.029749716278291403,0.02160213502930029,-0.07042827357201759,1.9366096502320307,1.93660966019301,2.144870224866625,-0.6594312706923843,0.3126233099988475,-0.8934625887338483,-1.5920719468169584,-0.8898432729488734,0.9977898033209799,1.0336917810623036,-0.8354133734969982,-0.07630505912170062,-1.1269218593458814,-1.0425315513047264,-0.8811322274162942,0.13483565940036432,0.1149388719652109,0.09925741750148054,-0.6697013573002634,-1.1852332423046565,0.8371824146667645,-0.8646220321980155,0.7188607852882465
S2,baseline,1.045088239750875,-0.6717810100306795,-0.38610386745048,1.0607171696622377,-0.3928278939266794,0.09380952917766087,-1.0109272620898595,1.3188388271491183,1.6495609563052755,0.4428436711200943,0.4528630842566481,-0.6481457283644726,-0.5949395704250632,0.4612380386622369,-0.5077431037787472,0.6844713877194064,0.1456438162508843,-0.02602890552295066,-0.24751463282852393,0.11927692231029632,-0.806977919864326,-1.0504615949531764,-1.0685794843511964,-1.2739529023909943,0.2629623106342814,-0.7052949346776063,-0.6039747150198889,-1.3500376835214167,-1.16415253392174,-1.2723031258809083,0.003170919594248517,-0.598640325362142,0.4348540922056802,0.4348540910401429,0.34281062436118326,-0.7807989892247222,0.6001777696675988,-1.7675020777126131,-1.6123367115875862,-1.964399088146313,1.5490672902326,-0.3429204821885756,-2.0713847862989723,1.7683062981049253,-1.207041560475111,0.015235762432322341,-0.3824068277611704,1.4939798745933903,1.094176860083668,1.4407205438277593,-0.15891218647802907,0.7544208552779393,1.4794106462076182,0.9625283481950744,2.0025407590172595
S2,baseline,0.12546020558819312,-0.3347089008904705,-0.4025145357121581,0.11285511503509271,-0.45518220932179343,-0.3487790781970367,-1.0109272620898595,0.40980659211906195,0.38570856507235535,0.49519265522580913,-0.16724524099101443,0.03906010986823598,-1.1036530578370543,-0.17555445648000773,-1.1058639873453697,0.3047955991798572,0.6918081271916987,-0.5051276952938315,-0.3892724704760162,0.08685369113666896,-0.5427653116382034,-0.3131340284421893,-0.9561304297374221,-0.7265729041069778,-0.5175935297565899,-0.5196910044992887,-0.536516651233123,-0.7454003169225922,-0.680071853104109,-1.1984585943823047,-0.6119370391955854,-0.42256964143210046,-1.1343909970991994,-1.1343910175779364,-0.9829272466391803,0.3721943368324276,-0.5721596428280799,-1.1848090850601032,-1.0066570429884696,-0.4000863128634643,0.6236357736721876,-1.1821069738443188,0.2474932747410565,-0.5143360152659427,-0.6406775644899214,1.809279556747956,2.2218385859252807,1.0695350217630961,1.1124680561021132,1.1360228429660746,1.2031922690479289,1.0939285364313216,1.1933006512362054,1.1841438711596894,1.4890687695256544
S2,baseline,-0.5991203270469871,-0.8701118414714412,-0.08908466702540688,-0.580249264192486,-0.026189322242489342,-1.1982527016824454,-0.4693590859702921,-0.7434526933085854,-0.5832327876649396,-1.1858298433763674,-0.7576796415827,-1.1224604125311632,-0.5403714313617793,-0.7493370294184513,-0.537995323281166,-1.0842260070125322,1.7841367490733273,-0.6711297279236926,-0.7095662966984979,-0.7597276185828769,0.22558200863893751,-0.32304893048711986,0.11432998702427581,0.42760326195663856,-0.47802019186111094,0.22272471621398163,0.4090573658480718,0.4050180042537728,0.3732272493380588,0.4781242897831716,-0.6895189337618561,0.4577837782181068,-0.6366920976683649,-0.636692089077132,-0.739928064561734,0.9790329294940768,-1.788736202965105,-0.019423099755083592,0.8085119292579861,0.5216193231506172,-0.13380577705784807,-0.8884065956193843,0.1404521061231876,-0.5415841553968698,0.27491751930719344,1.3286621850475644,1.1092560695925702,-0.3035734832968137,-0.5259059067290784,-0.40808835807267235,0.1816139274034604,-0.22006638651048002,-0.10206459905310888,-0.22885538426383054,-0.30808319369496384
S2,baseline,-1.5220336808862853,-0.29269679718169034,-0.7414878660903873,-1.4909185863201524,-0.7281440174083014,-1.6631708627014385,1.1553454423884104,0.4352914528530703,-0.6599403925820866,-1.6347984324848825,-0.961467307167317,-1.3786230168938056,-0.09520043930469631,-0.9744373762535126,-0.11634285933283713,-0.47110868315159793,-0.40052049468993006,0.8736554487573215,1.0172029718406121,-0.2183145415574131,0.7245893695555111,-0.15474778382351492,0.49601464972469184,0.4376369325256845,-1.014945599662383,0.7795365067489344,1.015133161534725,0.21897827270839867,0.01636638013376029,-0.10875280524074972,0.985205413546014,0.9859958300082311,0.35896032949694207,0.35896033913005443,0.3386587553793262,0.9183490702279281,0.6886560649502916,-0.31076959608133853,-0.13661500155809556,-0.7376258781229754,1.171366648605857,-0.5301429387297246,0.5814035036638013,-0.2524361893754849,0.6852749331146509,-0.4166177918390698,-0.5319580514776693,-1.0904937324539778,-1.119387892506147,-1.1299410776808898,-1.0102274711817527,-1.2132021422105812,-1.7158614385865285,-1.3358512066544275,-1.3350271726781742
