subject_id,label,eda_chest_mean,eda_chest_std,eda_chest_slope,eda_chest_tonic_mean,eda_chest_tonic_slope,eda_chest_phasic_std,eda_chest_scr_count,eda_chest_scr_amp_mean,eda_chest_scr_amp_max,eda_chest_phasic_auc,eda_wrist_mean,eda_wrist_std,eda_wrist_slope,eda_wrist_tonic_mean,eda_wrist_tonic_slope,eda_wrist_phasic_std,eda_wrist_scr_count,eda_wrist_scr_amp_mean,eda_wrist_scr_amp_max,eda_wrist_phasic_auc,hrv_ecg_mean_hr,hrv_ecg_sdnn,hrv_ecg_rmssd,hrv_ecg_pnn50,hrv_ecg_lf_hf,hrv_ecg_n_beats,hrv_bvp_mean_hr,hrv_bvp_sdnn,hrv_bvp_rmssd,hrv_bvp_pnn50,hrv_bvp_lf_hf,hrv_bvp_n_beats,emg_rms,emg_std,emg_mav,emg_zcr,emg_burst_count,resp_rate_bpm,resp_amplitude,resp_std,resp_rate_var,temp_chest_mean,temp_chest_slope,temp_chest_std,temp_wrist_mean,temp_wrist_slope,temp_wrist_std,acc_chest_mag_mean,acc_chest_mag_std,acc_chest_energy,acc_chest_activity_counts,acc_wrist_mag_mean,acc_wrist_mag_std,acc_wrist_energy,acc_wrist_activity_counts
S2,baseline,7.9294371644252655,1.3266947523404038,-0.05746673511928344,7.537284302790276,-0.048056374050690236,1.2124081142240748,11.0,0.6695138697440236,1.391552753035568,30.077900191541158,1.1228320105791587,0.8414470691563395,-0.009554274495273176,1.0682019080093161,-0.011439276346126855,0.3344710288047489,16.0,0.3224610137530047,1.1735082207697587,8.817084513798827,80.00934647191802,143.82274665761412,192.94904335946615,80.0,0.3545288944610601,77.0,73.56193705441824,147.53534625134458,207.53640603011934,79.71014492753623,0.28476063566200865,71.0,0.010962833733139247,0.010962833721000972,0.006917563512451878,0.6466077679613269,252.0,18.0,1.937139221136272,0.7038477554656799,0.7291171131621329,36.520993371656445,0.00044372805302571235,0.03066515111305067,33.80044407385128,0.0005586823642608496,0.01429738096379356,1.0243293291532312,0.022668481949657798,1.0497644346374106,178.0,0.9959175587142245,0.02090433450571257,0.9922887749564275,57.0
S2,baseline,7.289278718938812,0.9789299829258357,-0.004649347969483267,6.984450465901524,-0.0011335851825208026,0.9324895453094151,13.0,0.6479332802848461,1.653116600482993,25.857038925492226,2.423288578381525,2.0641051546599307,0.11347077152022228,2.2877551891038705,0.10201128578597422,0.5029706501905231,13.0,0.3611819578633951,1.1024118721114657,12.487690466653174,70.64377247975688,133.39722642378752,123.95232593411698,68.65671641791045,0.826989322200187,69.0,69.6389384689587,142.87934362156443,191.6754156435332,72.72727272727273,0.28813017158853277,68.0,0.010055519201677273,0.010055519183582502,0.0064351358024883005,0.6496082680446741,219.0,16.0,1.8913220831027822,0.7097137927735979,0.5257181331812282,36.51589591812573,-0.0012320957087448103,0.036715582942154774,33.808982474500326,0.0003837982706667702,0.01395698181219975,1.024339383737254,0.022984497261376455,1.049799460189576,178.0,0.9959367608445888,0.025775491087486266,0.9925544075424126,56.0
S2,baseline,7.381070689756106,0.9810338121830149,-0.017431255561478985,7.066381511777136,-0.016624008226524146,0.9396390685236442,12.0,0.7962243138942133,2.6215833571286833,28.83504740205008,5.112765197880382,1.3579587491913856,0.06540196457454368,4.940686763722359,0.058536908911482,0.5084228829364308,15.0,0.4147479403126847,1.0616950256629112,14.807081114088902,63.577586999595795,106.7743732833781,104.15939865354862,67.21311475409836,0.8635327352012481,63.0,63.906265094248766,115.48022061140607,123.21016235930605,62.295081967213115,0.36774159046436883,63.0,0.008243986426433241,0.008243986350437937,0.004984210626301214,0.6452742123687282,201.0,18.0,1.9115564821903992,0.7113970248729279,0.6014250665932072,36.5007220079759,0.0005740789121817859,0.020499731991746133,33.821404970949466,0.0006142176708738141,0.014224936405818745,1.0246758518477104,0.027522649616654148,1.0507180976017516,188.0,0.9968743536733372,0.028565805051149334,0.994574482229854,59.0
S2,baseline,5.9663959863651845,1.6204262915379861,-0.06865994442797256,5.699687387045583,-0.0645559958590048,0.8850102614218796,11.0,0.8468981577364939,2.6215833571286833,27.150938122551555,5.776742693121664,0.7757792912173476,0.0006283051007457616,5.519780435426031,-0.0002500892350655921,0.7326637184760953,13.0,0.45436388125238525,1.522849163405077,21.103999252835692,62.77247125768056,78.5242992567938,86.74675786448775,61.666666666666664,1.977098186087102,62.0,62.582365960292336,108.30861884440964,125.85967405044133,58.333333333333336,2.409891165710169,62.0,0.009364176582011267,0.009364176532522838,0.0052962387570033255,0.6396066011001834,191.0,19.0,1.998469971857761,0.7043509425757284,0.5359084245523417,36.52021447811846,0.000723559908405873,0.018271601731115802,33.822935411710894,-0.0005527875874504224,0.011720264749520681,1.0245973085887046,0.023360184783068817,1.0503453430003162,178.0,0.9971090294075194,0.029014632089582746,0.9950682654012993,62.0
S2,baseline,5.27009193081956,1.223977852797395,0.043850993538853224,4.972499967806663,0.04145724881180701,1.0152514250307658,9.0,0.8360481692997733,1.4058228394098204,26.341079808824443,6.368923178502092,1.151437611829269,0.05264977057822569,6.1302914262615475,0.05075565799657387,0.7028468583717177,11.0,0.5985545230560111,1.522849163405077,20.619034606285013,68.57654501754007,97.10158571680459,72.2282706211572,44.61538461538461,0.28949346105824375,67.0,66.99720650437307,115.19133200354096,106.38706118278375,57.8125,1.1060667801580897,66.0,0.02384161928338191,0.02384161917873295,0.01559518105520652,0.6424404067344558,230.0,17.0,1.8935335645622895,0.7027119769477812,0.9266924972044394,36.532506055914425,-0.0001538522120042684,0.018653177031861843,33.80893346351109,-0.00035770068805843376,0.009034482380307504,1.0240190735007066,0.018213152065783292,1.0489467818014169,168.0,0.9955043025917522,0.02536816013876932,0.991672360027517,57.0
S2,baseline,7.6584826071868966,1.9387791525449314,0.10022603983632583,7.364677089517738,0.09244047434705517,0.8909536316841866,9.0,0.8920964859939412,1.5804447825205443,25.155802491869427,6.1393369061792855,1.1572417199570153,-0.05321197169460676,5.888764616183335,-0.04916609438685593,0.6999744081146145,11.0,0.588355841918789,1.0278753090928348,20.37199422739026,71.93438755986215,80.18405328777233,80.28030602975974,44.927536231884055,0.7837214510663227,71.0,71.33431894821405,83.31418284857321,99.45494264142343,66.17647058823529,0.9762179756948969,70.0,0.027639518509773097,0.027639518506207494,0.020362933575226862,0.6426071011835306,233.0,12.0,1.669248572283409,0.6177039341610437,2.3496576152901314,36.51620786373982,-0.0015612292392861086,0.03708836251600492,33.7994657256588,-0.0003019553829414114,0.009105157755963588,1.0243658657969659,0.020986075887298977,1.0497658423911147,170.0,0.9953207651859053,0.028077167012253122,0.99145175291769,61.0
S2,baseline,8.714055132438135,1.1488102344419477,-0.04455221234098783,8.390265429092379,-0.03983052082760353,1.009363540574163,9.0,1.1322398267844902,2.8471717582491918,29.743897260607937,4.7969913535535,0.7991292648347939,-0.024516635395799857,4.622989193082461,-0.017542961946501224,0.6163704171833142,14.0,0.4702417210862023,1.156813353280933,15.833312822668525,67.42134874718252,79.26527413050242,74.27599260139925,47.69230769230769,0.8072120990201387,67.0,68.07609057634664,85.48850310862224,90.96421924411987,53.84615384615385,0.960810182228094,67.0,0.01761653567005004,0.017616535597659768,0.011415901104209904,0.6422737122853809,246.0,9.0,1.666778581907278,0.558688252802152,2.864192458180839,36.43338154669932,-0.004084589157481674,0.07504821711154958,33.79648337037837,0.0002829780897622835,0.011310726484993507,1.0246954089582352,0.02593300643981085,1.0506732019630924,173.0,0.9963773531984301,0.031362039729694396,0.9937514075027162,66.0
S2,baseline,7.2043081947586005,1.357798737603084,-0.04582059629435603,6.87988905622377,-0.04412360017084299,0.9421801186561178,9.0,0.9648063784162889,2.2502525234443986,29.955633774853958,3.8957208913475925,1.0608007793024392,-0.04968482967477834,3.7277302775744423,-0.04418626033138636,0.5712094922884239,15.0,0.4301248028871064,1.1280054453176769,15.723269382675078,68.93614965882772,92.7683682580098,77.75252115175788,53.03030303030303,0.39889653270128494,68.0,68.48974695786214,96.20712901426924,107.32659772649767,54.54545454545455,0.4466033778956717,68.0,0.007143115733390516,0.00714311553778048,0.0048337548885297125,0.645440906817803,193.0,11.0,1.7406024317960445,0.6446018768187635,2.0004409513904675,36.382890403863044,0.0006496335711381726,0.028074219055139384,33.81756555903191,0.0012750642065887288,0.0228277702351586,1.0245924964806465,0.026025410204292564,1.0504671058207455,181.0,0.996562293258884,0.029898642652904463,0.9940303331778918,64.0
S2,baseline,6.014769381662073,1.025842885706881,-0.0215955367410575,5.775457801478699,-0.014587544963650292,0.8132329566552788,10.0,0.752389071767736,1.792620180570525,23.156383506608364,3.037578751567408,0.6185215999474768,-0.021816920213538978,2.9210562543959386,-0.0188905472476558,0.40599089703396213,17.0,0.416224767850323,1.0629156046419106,12.849998700403521,73.34128849391259,92.58679108436466,110.84738543214618,64.28571428571429,0.4195976908219241,72.0,74.2880563726902,116.60101186185953,142.92908973299106,70.4225352112676,0.38174787162411755,73.0,0.010464846424968775,0.010464846421575332,0.006040219742337942,0.6471078513085514,138.0,15.0,1.961846050621496,0.6952228732829696,1.29348287935468,36.400561407740575,0.00043109826223908796,0.027513485525381562,33.85164743645297,0.0010092881851335876,0.017907472997067696,1.024259567485721,0.01774864570831674,1.0494226760105148,175.0,0.9958465206446694,0.023273100889366908,0.9922519299051005,57.0
S2,baseline,4.499628957554533,1.3838467149665752,-0.07201991529927017,4.324346407237948,-0.0629169538042514,0.7426599856193182,13.0,0.9695004013006778,1.7563910725287353,21.340435295047666,2.741392107919371,0.5209810190846432,0.00020755975937835955,2.60459038219212,-0.00010803568459654073,0.47891876404688744,13.0,0.5455760037357757,1.4138281960539865,14.68753787514746,76.2022299543109,95.6689845739149,122.64773032316901,64.38356164383562,0.13872732817423222,75.0,78.00454490637162,113.30301806230506,130.86685953283393,64.86486486486487,1.7817535819405976,76.0,0.017110007242566543,0.017110007242523075,0.011395287520405207,0.6469411568594766,250.0,14.0,1.8466483441708643,0.6260638659051898,2.5116655639884553,36.42211697572568,0.0013313448787071434,0.033463798421249,33.86692247595865,4.4167912969240896e-05,0.010649349497486221,1.0240687678754405,0.01475048366453497,1.0489344181062605,168.0,0.9953055296836573,0.015018843369485616,0.9908586630750228,53.0
